country,total_cases,total_deaths,total_recovered,active_cases,total_test,population,death_rate(%),recovery_rate(%),incidence_rate
Panama,1029701.0,8596.0,1020206.0,899.0,7475016.0,4446964.0,0.8348054435219545,99.07788765865043,231.55145847818872
Mongolia,1007871.0,2179.0,1005658.0,34.0,4030048.0,3378078.0,0.21619830315586022,99.78042824925015,298.35634345920965
Nepal,1001102.0,12020.0,989064.0,18.0,6003944.0,30225582.0,1.2006768541067743,98.79752512730971,33.12101649523241
Belarus,994037.0,7118.0,985592.0,1327.0,13646641.0,9432800.0,0.7160699249625517,99.1504340381696,105.38090492748707
Latvia,975355.0,6218.0,968830.0,307.0,7858319.0,1848837.0,0.6375114701826514,99.3310128107202,527.5505628673593
Saudi Arabia,827962.0,9574.0,815528.0,2860.0,45048008.0,35844909.0,1.1563332616714292,98.49824025740311,23.098454511350553
Azerbaijan,827944.0,10085.0,817654.0,205.0,7487550.0,10300205.0,1.2180775511387243,98.75716232015692,80.38131279911418
Bahrain,700452.0,1543.0,698400.0,509.0,10682444.0,1783983.0,0.22028632939873108,99.70704630724161,392.63378630850184
Sri Lanka,671989.0,16828.0,655158.0,3.0,6486117.0,21575842.0,2.504207658161071,97.49534590595978,31.14543571462935
Kuwait,662858.0,2570.0,660237.0,51.0,8455743.0,4380326.0,0.3877150158857553,99.60459102854608,151.32617983227735
Dominican Republic,660095.0,4384.0,644785.0,10926.0,3740928.0,11056370.0,0.6641468273506086,97.68063687802513,59.702687229171964
Cyprus,642663.0,1287.0,633422.0,7954.0,9640118.0,1223387.0,0.2002604786645567,98.56207685832233,525.3145570453175
Myanmar,633820.0,19490.0,614299.0,31.0,9941945.0,55227143.0,3.0750055220725128,96.92010349941624,11.4766030898973
Palestine,621008.0,5404.0,615445.0,159.0,3078533.0,5345541.0,0.8701981294926957,99.10419833560921,116.17308706452724
Estonia,613891.0,2912.0,524990.0,85989.0,3659157.0,1321910.0,0.4743513099230971,85.51843894111495,464.3969710494663
Moldova,598673.0,11953.0,504142.0,82578.0,3216305.0,4013171.0,1.996582441499784,84.20991091965064,149.17704727757675
Venezuela,551587.0,5845.0,545003.0,739.0,3359014.0,29266991.0,1.0596696441359206,98.80635330419317,18.846727359160358
Egypt,515645.0,24613.0,442182.0,48850.0,3693367.0,106156692.0,4.7732451589756515,85.75318290684483,4.8573951418908194
Libya,507162.0,6437.0,500721.0,4.0,2483446.0,7040745.0,1.2692196970593224,98.72999160031706,72.03243406770164
China,503302.0,5272.0,379053.0,118977.0,160000000.0,1425887337.0,1.0474824260583109,75.31323141970428,0.35297459128778275
Ethiopia,499531.0,7572.0,486531.0,5428.0,5459809.0,120812698.0,1.5158218408867516,97.39755891025781,4.134755768801719
Qatar,492534.0,686.0,491585.0,263.0,4065369.0,2979915.0,0.13927972485148235,99.80732294623316,165.28458026487334
Réunion,485895.0,919.0,418572.0,66404.0,1603660.0,908061.0,0.18913551281655502,86.14453740005557,535.0907042588549
Armenia,446008.0,8717.0,435162.0,2129.0,3242901.0,2971966.0,1.9544492475471291,97.56820505461785,150.07170337749488
Bosnia and Herzegovina,401384.0,16255.0,379084.0,6045.0,1884721.0,3249317.0,4.049737906842325,94.44422298845993,123.52872926833547
Oman,399449.0,4628.0,384669.0,10152.0,25000000.0,5323993.0,1.1585959659430867,96.29990311654304,75.02808512332756
North Macedonia,346428.0,9638.0,336623.0,167.0,2216193.0,2081304.0,2.782107681827104,97.1696860530904,166.44757325215346
Kenya,342810.0,5688.0,337040.0,82.0,3967062.0,56215221.0,1.6592281438697822,98.31685190046964,6.098170458139798
Zambia,340763.0,4047.0,335104.0,1612.0,3865993.0,19470234.0,1.187628938587816,98.33931500779134,17.501741376092347
Albania,334167.0,3595.0,328951.0,1621.0,1941032.0,2866374.0,1.0758094006888772,98.43910380139272,116.58178590791013
Botswana,329227.0,2800.0,325934.0,493.0,2026898.0,2441162.0,0.850477026489322,98.99977826848952,134.8648717291192
Luxembourg,297757.0,1133.0,288991.0,7633.0,4412567.0,642371.0,0.3805116252514634,97.05598860816035,463.5280857946576
Montenegro,286355.0,2797.0,283210.0,348.0,2697814.0,627950.0,0.9767596165598645,98.90171290880201,456.01560633808424
Brunei,275220.0,225.0,243601.0,31394.0,717784.0,445431.0,0.0817527795945062,88.51137272000581,617.873475353085
Algeria,271378.0,6881.0,182749.0,81748.0,230861.0,45350148.0,2.5355776813153605,67.34112566236024,5.984059853564315
Nigeria,266463.0,3155.0,259850.0,3458.0,5708974.0,216746934.0,1.1840293023796924,97.51822954781714,1.22937379128048
Zimbabwe,261606.0,5652.0,254951.0,1003.0,2525756.0,15331428.0,2.1605009059425244,97.4560981017255,17.063381180148383
Uzbekistan,250567.0,1637.0,241486.0,7444.0,1377915.0,34382084.0,0.6533182741542182,96.3758196410541,7.287719964851462
Mozambique,231994.0,2233.0,228805.0,956.0,1371127.0,33089461.0,0.9625248928851607,98.62539548436598,7.011114505612527
Afghanistan,208545.0,7882.0,186088.0,14575.0,1188898.0,40754388.0,3.7795200076722053,89.23158071399459,5.117117695400063
Kyrgyzstan,206592.0,2991.0,196406.0,7195.0,1907195.0,6728271.0,1.4477811338289963,95.06950898389096,30.705065238900158
El Salvador,201785.0,4230.0,179410.0,18145.0,2610114.0,6550389.0,2.0962906063384295,88.91146517332805,30.805040738801925
Trinidad and Tobago,187908.0,4326.0,183264.0,318.0,888936.0,1406585.0,2.3021904336164507,97.52857781467526,133.5916421687989
Maldives,185715.0,311.0,163687.0,21717.0,2213831.0,540985.0,0.16746089438117545,88.13881485071211,343.29047940331066
Ghana,171112.0,1462.0,169636.0,14.0,2527319.0,32395450.0,0.8544111459161251,99.13740707840478,5.281976326922454
Namibia,170741.0,4088.0,166452.0,201.0,1062663.0,2633874.0,2.394269683321522,97.48800815269911,64.82504478194477
Uganda,170400.0,3630.0,100431.0,66339.0,3012408.0,48432863.0,2.130281690140845,58.93838028169014,3.5182722937522812
Jamaica,153407.0,3480.0,102212.0,47715.0,1183986.0,2985094.0,2.268475362923465,66.62798959630265,51.39101147233555
Cambodia,138693.0,3056.0,135624.0,13.0,3091420.0,17168639.0,2.203427714448458,97.78719906556206,8.078275744513004
Rwanda,133090.0,1468.0,131559.0,63.0,5959042.0,13600464.0,1.103012998722669,98.84965061236757,9.785695546857813
Cameroon,123993.0,1965.0,118616.0,3412.0,1751774.0,27911548.0,1.5847668820014034,95.66346487301702,4.44235482747141
Malta,117062.0,824.0,115623.0,615.0,2109235.0,444033.0,0.7039004971724385,98.77073687447677,263.6335587670286
Barbados,106157.0,571.0,105570.0,16.0,790354.0,288023.0,0.5378825701555244,99.44704541386814,368.5712599341025
Angola,105184.0,1931.0,103216.0,37.0,1499795.0,35027343.0,1.8358305445695162,98.12899300273806,3.002911182843643
Channel Islands,101116.0,223.0,100778.0,115.0,1252808.0,176463.0,0.22053878713556707,99.6657304481981,573.0153063248387
French Guiana,98028.0,420.0,11254.0,86354.0,651257.0,314169.0,0.42844901456726653,11.48039335700004,312.0231467776897
DRC,95514.0,1463.0,84264.0,9787.0,846704.0,95240792.0,1.5317126285151914,88.22162196117847,1.002868602772644
Senegal,88902.0,1971.0,86929.0,2.0,1146543.0,17653671.0,2.21704798542215,97.7807023464039,5.035893101213905
Malawi,88559.0,2686.0,85369.0,504.0,624784.0,20180839.0,3.033006244424621,96.39788163822988,4.388271468792749
Ivory Coast,87982.0,833.0,87138.0,11.0,1671684.0,27742298.0,0.9467845695710486,99.04071287308767,3.1714027439255394
New Caledonia,79845.0,314.0,79526.0,5.0,98964.0,290915.0,0.39326194501847334,99.60047592209906,274.4616124984961
Eswatini,74133.0,1422.0,72676.0,35.0,1048704.0,1184817.0,1.9181740925094086,98.03461346498861,62.56915624944612
Guyana,72950.0,1294.0,71357.0,299.0,717867.0,794045.0,1.7738176833447565,97.81631254283755,91.87136749176685
Belize,70660.0,688.0,69949.0,23.0,576016.0,412190.0,0.9736767619586754,98.9937729974526,171.42579878211507
Fiji,68820.0,883.0,66780.0,1157.0,667715.0,909466.0,1.2830572507991862,97.0357454228422,75.67077823689945
Madagascar,67827.0,1419.0,66370.0,38.0,524209.0,29178077.0,2.092087221902782,97.85188789125274,2.3245877375674895
Sudan,63742.0,5001.0,58284.0,457.0,562941.0,45992020.0,7.845690439584575,91.43735684478052,1.385936081955087
Mauritania,63665.0,997.0,62437.0,231.0,1009957.0,4901981.0,1.5660095814026547,98.0711536951229,12.987606439111046
Cabo Verde,63229.0,413.0,62756.0,60.0,401622.0,567678.0,0.6531812933938541,99.25192554049566,111.38180447366288
Bhutan,62605.0,21.0,61564.0,1020.0,2303734.0,787941.0,0.03354364667358837,98.33719351489498,79.45391850405042
Syria,57453.0,3164.0,54289.0,0.0,146269.0,19364809.0,5.5071101596087235,94.49288984039129,2.966876667877282
Burundi,53492.0,38.0,53394.0,60.0,345742.0,12624840.0,0.07103865998654005,99.81679503477156,4.237043796198606
Seychelles,50665.0,172.0,50440.0,53.0,0.0,99426.0,0.3394848514753775,99.55590644429093,509.574960271961
Gabon,48981.0,306.0,48674.0,1.0,1621909.0,2331533.0,0.6247320389538801,99.37322635307568,21.008066366635173
Andorra,47839.0,165.0,47563.0,111.0,249838.0,77463.0,0.34490687514371116,99.42306486339596,617.5722603049197
Papua New Guinea,46750.0,670.0,43982.0,2098.0,249149.0,9292169.0,1.4331550802139037,94.07914438502674,5.03111813829473
Curaçao,45986.0,295.0,44720.0,971.0,496693.0,165529.0,0.6414995868307746,97.2469882138042,277.8123470811761
Aruba,43993.0,236.0,42438.0,1319.0,177885.0,107609.0,0.5364489805196281,96.46534675971176,408.8226821176668
Mauritius,41652.0,1043.0,39943.0,666.0,358675.0,1274727.0,2.5040814366657065,95.8969557284164,32.67523163783304
Togo,39354.0,290.0,39061.0,3.0,806803.0,8680837.0,0.7369009503481222,99.25547593637242,4.53343381519547
Guinea,38240.0,467.0,37757.0,16.0,660107.0,13865691.0,1.2212343096234308,98.73692468619247,2.757886354167275
Bahamas,37491.0,833.0,36366.0,292.0,257839.0,400516.0,2.2218665813128484,96.99927982715852,93.60674729598817
Lesotho,34790.0,723.0,25980.0,8087.0,431221.0,2175699.0,2.0781833860304686,74.67663121586664,15.990263359040014
Haiti,34076.0,860.0,33033.0,183.0,132422.0,11680283.0,2.5237703955863364,96.9391947411668,2.917395066540768
Mali,32783.0,743.0,31957.0,83.0,789342.0,21473764.0,2.2664185706006164,97.48040142756916,1.5266536411595097
Cayman Islands,31472.0,37.0,8553.0,22882.0,222773.0,67277.0,0.1175648195221149,27.17653787493645,467.7973155759026
Saint Lucia,29803.0,409.0,29095.0,299.0,210983.0,185113.0,1.3723450659329597,97.62440022816496,160.998957393592
Benin,27989.0,163.0,27823.0,3.0,604310.0,12784726.0,0.5823716460037872,99.40690985744399,2.1892530195797706
Somalia,27318.0,1361.0,13182.0,12775.0,400466.0,16841795.0,4.982063108573102,48.25389852844278,1.6220361309468498
Congo,25375.0,386.0,24006.0,983.0,347815.0,5797805.0,1.5211822660098522,94.60492610837439,4.376656338045174
San Marino,23427.0,122.0,23276.0,29.0,157634.0,34085.0,0.5207666367866137,99.35544457250181,687.3111339298812
Timor-Leste,23415.0,138.0,23102.0,175.0,278529.0,1369429.0,0.5893657911595132,98.66325005338459,17.098367275703964
Burkina Faso,22025.0,396.0,21596.0,33.0,248995.0,22102838.0,1.7979568671963677,98.0522133938706,0.9964783707865932
Liechtenstein,21340.0,89.0,21237.0,14.0,112457.0,38387.0,0.4170571696344892,99.51733833177133,555.9173678589106
Gibraltar,20399.0,111.0,16579.0,3709.0,534283.0,33704.0,0.5441443208000392,81.27359184273739,605.2397341561833
Grenada,19680.0,238.0,19358.0,84.0,182981.0,113475.0,1.2093495934959348,98.36382113821138,173.4302709847984
Bermuda,18766.0,157.0,18593.0,16.0,1024947.0,61939.0,0.8366194180965576,99.07812000426303,302.9755081612554
Nicaragua,18491.0,225.0,4225.0,14041.0,0.0,6779100.0,1.2168081769509491,22.848953544967824,2.7276482128896165
South Sudan,18368.0,138.0,18115.0,115.0,410280.0,11618511.0,0.7513066202090593,98.62260452961672,1.5809254731522826
Tajikistan,17786.0,125.0,17264.0,397.0,0.0,9957464.0,0.7027999550208028,97.06510738783312,1.7861977708380365
Equatorial Guinea,17190.0,183.0,16883.0,124.0,365697.0,1496662.0,1.0645724258289702,98.21407795229786,11.485559197734693
Tonga,16734.0,13.0,15638.0,1083.0,535009.0,107749.0,0.07768614796223258,93.45046014103023,155.30538566483216
Samoa,16087.0,29.0,1605.0,14453.0,187397.0,202239.0,0.1802697830546404,9.977000062161995,79.54449933000065
Monaco,16056.0,65.0,15982.0,9.0,78646.0,39783.0,0.40483308420528147,99.53911310413552,403.58947289043056
Dominica,15760.0,74.0,15673.0,13.0,229344.0,72344.0,0.46954314720812185,99.44796954314721,217.84805927236536
Djibouti,15690.0,189.0,15427.0,74.0,305941.0,1016097.0,1.2045889101338432,98.32377310388782,15.441439153939044
Marshall Islands,15584.0,17.0,15528.0,39.0,0.0,60057.0,0.10908624229979465,99.64065708418892,259.4868208535225
CAR,15368.0,113.0,15200.0,55.0,81294.0,5016678.0,0.7352941176470588,98.90681936491411,3.063381783722216
Gambia,12586.0,372.0,12189.0,25.0,155686.0,2558482.0,2.955665024630542,96.84570157317654,4.91932325496134
Saint Martin,12233.0,63.0,1399.0,10771.0,112382.0,39730.0,0.5150004087304831,11.43627891768168,307.90334759627484
Vanuatu,12014.0,14.0,11976.0,24.0,24976.0,321832.0,0.1165307141668054,99.68370234726153,37.33003554649631
Greenland,11971.0,21.0,2761.0,9189.0,164926.0,56973.0,0.1754239411912121,23.06407150613984,210.11707299949097
Yemen,11945.0,2159.0,9124.0,662.0,329592.0,31154867.0,18.07450816241105,76.38342402678944,0.3834071896374971
Caribbean Netherlands,11661.0,38.0,10476.0,1147.0,30126.0,26647.0,0.3258725666752422,89.83792127604838,437.6102375501933
Sint Maarten,11010.0,89.0,10905.0,16.0,62056.0,43966.0,0.8083560399636693,99.04632152588556,250.42077969339942
Eritrea,10189.0,103.0,10086.0,0.0,23693.0,3662244.0,1.0108941014819903,98.98910589851802,2.7821739894993343
Niger,9931.0,312.0,8890.0,729.0,254538.0,26083660.0,3.141677575269359,89.51767193636088,0.3807364457288586
St. Vincent Grenadines,9585.0,123.0,9454.0,8.0,113504.0,111551.0,1.2832550860719876,98.63328116849243,85.92482362327546
Antigua and Barbuda,9106.0,146.0,8954.0,6.0,18901.0,99509.0,1.6033384581594552,98.33077092027234,91.50931071561367
Comoros,8992.0,161.0,8827.0,4.0,0.0,907419.0,1.7904804270462635,98.16503558718861,9.909424422455338
Guinea-Bissau,8947.0,176.0,8656.0,115.0,145231.0,2063367.0,1.9671398234044932,96.7475131328937,4.33611664817747
Liberia,8062.0,294.0,7766.0,2.0,139824.0,5305117.0,3.6467377821880427,96.32845447779708,1.5196648820374743
Chad,7652.0,194.0,4874.0,2584.0,191341.0,17413580.0,2.5352848928384732,63.695765812859385,0.43942715972246943
Cook Islands,7011.0,2.0,6993.0,16.0,19690.0,17571.0,0.028526601055484237,99.74326059050064,399.00973194468156
Saint Kitts and Nevis,6592.0,46.0,6537.0,9.0,126903.0,53871.0,0.6978155339805826,99.16565533980582,122.36639379257856
Turks and Caicos,6522.0,38.0,6451.0,33.0,611527.0,39741.0,0.5826433609322293,98.91137687825821,164.11262927455272
Sao Tome and Principe,6280.0,77.0,6202.0,1.0,29036.0,227679.0,1.2261146496815287,98.75796178343948,27.582693177675587
Palau,5986.0,9.0,5976.0,1.0,68820.0,18233.0,0.1503508185766789,99.8329435349148,328.3058191191795
Kiribati,5008.0,18.0,2703.0,2287.0,0.0,123419.0,0.35942492012779553,53.97364217252396,40.57722068725237
Nauru,4621.0,1.0,4609.0,11.0,20509.0,10903.0,0.02164033758926639,99.74031594892881,423.8283041364762
Anguilla,3904.0,12.0,3879.0,13.0,51382.0,15230.0,0.3073770491803279,99.35963114754098,256.3361785948785
Macao,3488.0,120.0,3357.0,11.0,7850.0,667490.0,3.4403669724770642,96.24426605504587,5.225546450134085
Saint Pierre Miquelon,3452.0,2.0,2449.0,1001.0,25400.0,5759.0,0.057937427578215524,70.94438006952491,599.4096197256467
Wallis and Futuna,3427.0,7.0,438.0,2982.0,20508.0,10982.0,0.20426028596440038,12.78085789320105,312.0560917865599
Tuvalu,2805.0,0.0,0.0,2805.0,0.0,12066.0,0.0,0.0,232.4714072600696
Saint Helena,2166.0,0.0,2.0,2164.0,0.0,6115.0,0.0,0.09233610341643582,354.21095666394115
Falkland Islands,1930.0,0.0,1930.0,0.0,8632.0,3539.0,0.0,100.0,545.3517942921729
Montserrat,1403.0,8.0,1376.0,19.0,17762.0,4965.0,0.5702066999287242,98.07555238774056,282.5780463242699
Niue,747.0,0.0,746.0,1.0,0.0,1622.0,0.0,99.8661311914324,460.54254007398276
Vatican City,29.0,0.0,29.0,0.0,0.0,799.0,0.0,100.0,36.29536921151439
Western Sahara,10.0,1.0,9.0,0.0,0.0,626161.0,10.0,90.0,0.015970333508474658
Tokelau,5.0,0.0,0.0,5.0,0.0,1378.0,0.0,0.0,3.6284470246734397
